Date,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,CyanoBiovol,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Season,Pptn_lag1,Temp_lag1,Wind_speed_lag1,PET_lag1,Q_lag1,Rain_day_lag1,Pptn_intense_lag1,Wind_under_Q0.2_lag1,Wind_under_Q0.4_lag1,Wind_over_Q0.6_lag1,Wind_over_Q0.8_lag1,TP_lake_prevSummer,colour_lake_prevSummer,chl-a_lake_prevSummer,Temp_prevSummer,CyanoBiovol_prevSummer
1996-10-31,449.609512642,12.510690081402176,3.5440217391304363,508.8683389420001,49.77072000000001,107.78399999999999,21.3,31.283333333333335,17.666666666666668,4.8,57.0,15.0,31.0,70.0,71.0,31.0,summ,134.85472066399998,-2.222985460609893,2.1329670329670334,40.06407079299999,29.137449600000018,30.0,2.0,87.0,128.0,25.0,10.0,29.45,25.833333333333332,21.883333333333336,13.372580757967386,
1997-10-31,420.42937626300005,13.651246177663051,3.2369565217391307,544.3867578359999,26.809574399999992,45.54615384615385,23.066666666666666,29.416666666666668,19.0,2.82,55.0,16.0,30.0,77.0,51.0,23.0,summ,324.184352821,0.08146005404419886,3.4850828729281758,52.41919679499999,83.35612800000001,46.0,13.0,50.0,74.0,76.0,46.0,31.283333333333335,17.666666666666668,21.3,12.510690081402176,4.8
1998-10-31,519.2802700179999,12.224183755978263,3.504347826086956,507.10184049199967,54.544060800000004,65.74999999999999,21.099999999999998,32.36666666666667,,2.28,77.0,15.0,12.0,62.0,62.0,26.0,summ,400.08848241199973,1.3444634744198898,3.2790055248618777,53.751954165,86.94120960000005,67.0,12.0,45.0,87.0,62.0,28.0,29.416666666666668,19.0,23.066666666666666,13.651246177663051,2.82
1999-10-31,630.476421443,12.939059789179353,3.5331521739130474,516.6124132259998,73.31238720000002,99.39999999999999,,,50.42307692307692,5.96,70.0,23.0,31.0,63.0,66.0,37.0,summ,493.07983717999986,0.4584551942983423,3.1480662983425423,46.680982415,130.62435840000003,71.0,19.0,55.0,97.0,53.0,38.0,32.36666666666667,,21.099999999999998,12.224183755978263,2.28
2000-10-31,617.6580098779999,13.102658030711957,3.5771739130434783,510.8421770849992,58.05276479999998,64.11111111111111,22.166666666666668,32.666666666666664,42.56,4.67,76.0,20.0,16.0,62.0,70.0,34.0,summ,432.2594072609999,1.809360691994505,3.8197802197802195,68.73090670799999,97.34497920000005,61.0,10.0,36.0,72.0,70.0,46.0,,50.42307692307692,,12.939059789179353,5.96
2001-10-31,511.777686395,13.59602419134782,3.634239130434782,529.4805287509998,53.74460160000003,58.5,21.03333333333333,38.333333333333336,68.70370370370371,0.58,68.0,17.0,25.0,55.0,64.0,33.0,summ,756.2078073090003,0.6066048821823214,3.0751381215469595,57.353370128000016,201.6097344000001,88.0,29.0,59.0,98.0,55.0,38.0,32.666666666666664,42.56,22.166666666666668,13.102658030711957,4.67
2002-10-31,549.788892476,13.814745476793473,3.2624999999999984,544.6833483399997,49.46616000000002,45.0,25.5,36.666666666666664,54.57692307692308,0.982,57.0,18.0,37.0,84.0,58.0,29.0,summ,311.76998462599994,1.2871893846298341,3.4790055248618788,68.75412629199998,71.82216000000004,53.0,8.0,42.0,74.0,65.0,39.0,38.333333333333336,68.70370370370371,21.03333333333333,13.59602419134782,0.58
2003-10-31,415.38032154800004,13.169746600766302,3.51413043478261,530.13461866,28.508976000000015,48.166666666666664,16.821428571428573,33.57142857142857,42.875,1.291,66.0,9.0,22.0,60.0,66.0,29.0,summ,361.1620905480001,-1.0451591231104966,3.1320441988950276,43.199518551999994,63.554371199999984,45.0,15.0,59.0,94.0,57.0,32.0,36.666666666666664,54.57692307692308,25.5,13.814745476793473,0.982
2004-10-31,558.396489496,13.211288605853264,3.5264705882352962,525.5537280710003,46.34746559999999,,25.599999999999998,36.833333333333336,38.666666666666664,5.26,70.0,21.0,23.0,63.0,63.0,27.0,summ,434.04431533800016,1.4660198886978022,3.0654411764705873,65.658289932,68.05010879999998,66.0,13.0,41.0,68.0,38.0,19.0,33.57142857142857,42.875,16.821428571428573,13.169746600766302,1.291
2005-10-31,471.9703400909999,13.310148989135872,3.4666666666666663,526.1864627010002,30.0219264,44.54545454545455,20.2,32.01086956521739,46.5,3.062612,67.0,18.0,23.0,58.0,62.0,23.0,summ,260.24612498100004,1.640844404662983,3.4874999999999994,58.482995173999996,56.37444480000001,47.0,8.0,44.0,76.0,57.0,39.0,36.833333333333336,38.666666666666664,25.599999999999998,13.211288605853264,5.26
2006-10-31,535.903365983,15.044658084092392,3.071038251366119,560.7157833019997,46.327248,24.0,29.15416666666667,34.5,48.333333333333336,4.56023232,67.0,20.0,27.0,92.0,47.0,17.0,summ,409.594880087,-0.08298276326519301,3.116022099447515,48.19910226999999,86.78888639999998,68.0,9.0,50.0,92.0,54.0,32.0,32.01086956521739,46.5,20.2,13.310148989135872,3.062612
2007-10-31,555.647754243,13.5132286063587,3.3950276243093924,527.5181678240003,51.279609600000065,111.19565217391305,17.944000000000003,32.16,65.71428571428571,3.5878505,66.0,17.0,32.0,78.0,58.0,35.0,summ,559.81845263,3.2218843125414374,3.6165745856353624,95.52840350299999,149.0893344,69.0,17.0,32.0,70.0,72.0,42.0,34.5,48.333333333333336,29.15416666666667,15.044658084092392,4.56023232
2008-10-31,591.631903338,13.63429212655434,3.0983146067415737,532.506991371,58.01906880000002,51.407407407407405,15.887500000000003,32.75,69.0,0.738757,61.0,25.0,35.0,91.0,46.0,22.0,summ,602.152476094,2.5371100874835157,3.5311111111111093,75.40659560700001,154.0257984,69.0,18.0,35.0,69.0,68.0,39.0,32.16,65.71428571428571,17.944000000000003,13.5132286063587,3.5878505
2009-10-31,489.80945449599994,13.424088789777178,3.2211956521739125,530.1172976800001,39.68922240000001,45.791666666666664,16.343478260869567,28.956521739130434,58.285714285714285,1.58610922,64.0,13.0,35.0,75.0,56.0,23.0,summ,327.0334382599999,1.1662348732265193,2.807734806629833,67.279581451,105.25559039999997,50.0,11.0,57.0,105.0,45.0,21.0,32.75,69.0,15.887500000000003,13.63429212655434,0.738757
2010-10-31,564.4885336280003,13.099051878380427,3.274863387978141,524.107976553,64.63316160000002,95.66666666666667,11.695652173913041,26.347826086956523,61.714285714285715,0.2241155,66.0,20.0,35.0,74.0,57.0,20.0,summ,385.18761947999985,-1.3352368824254148,2.8082872928176785,55.97323290799999,100.23428160000002,59.0,14.0,56.0,104.0,39.0,19.0,28.956521739130434,58.285714285714285,16.343478260869567,13.424088789777178,1.58610922
2011-10-31,732.3459662370001,13.868457810152172,3.336956521739135,534.0155226029999,96.82519679999994,66.52,12.188000000000002,26.56,72.23076923076923,0.07919499999999999,82.0,26.0,25.0,75.0,61.0,20.0,summ,256.402740425,-1.710648817265194,2.9209944751381216,58.64117576499999,67.44263040000001,43.0,6.0,57.0,101.0,50.0,24.0,26.347826086956523,61.714285714285715,11.695652173913041,13.099051878380427,0.2241155
2012-10-31,630.3895457469999,12.668733072244564,3.621428571428571,510.5493537679998,77.94230400000002,49.65384615384615,13.52083333333333,26.041666666666668,64.0,0.210803,87.0,20.0,11.0,53.0,73.0,33.0,summ,360.68779999000003,2.346525287324176,3.3441988950276254,85.38076363399999,57.21943680000002,46.0,13.0,45.0,88.0,59.0,35.0,26.56,72.23076923076923,12.188000000000002,13.868457810152172,0.07919499999999999
2013-10-31,500.99999929600006,13.817510331978257,3.567391304347825,539.2062060239998,61.51083840000005,74.2,14.13846153846154,22.992307692307694,60.22307692307693,0.53426122,69.0,13.0,20.0,58.0,75.0,28.0,summ,312.04092800999996,-0.98623547638674,3.666480446927374,45.527181795000004,85.89179520000003,53.0,7.0,27.0,64.0,69.0,42.0,26.041666666666668,64.0,13.52083333333333,12.668733072244564,0.210803
2014-10-31,626.7322040829996,14.484633837222834,3.519889502762429,552.1846289910002,73.74870720000001,75.9375,12.6,20.3,41.86363636363637,0.28333621,78.0,19.0,12.0,74.0,57.0,33.0,summ,605.4363837580001,3.2721972367790038,4.390555555555555,91.380128117,156.6855359999999,89.0,20.0,17.0,45.0,96.0,68.0,22.992307692307694,60.22307692307693,14.13846153846154,13.817510331978257,0.53426122
2015-10-31,686.8927072789998,12.687233793913036,3.7711956521739087,508.5759132000006,85.02710400000004,81.0,14.924999999999997,24.25,52.833333333333336,0.2326815,67.0,22.0,17.0,53.0,87.0,34.0,summ,491.2799061290001,2.7220307675856352,3.9480662983425407,84.06761121700006,125.29512,67.0,16.0,17.0,50.0,89.0,43.0,20.3,41.86363636363637,12.6,14.484633837222834,0.28333621
2016-10-31,408.03595516199994,14.026004021793478,3.7559782608695653,545.0216162030002,22.024396799999998,63.61538461538461,9.590909090909092,18.75,52.0,0.1663808114,59.0,12.0,12.0,45.0,84.0,40.0,summ,469.8844922239999,1.7897517115329682,3.7126373626373654,77.32201864400002,106.42164479999997,71.0,18.0,33.0,69.0,76.0,43.0,24.25,52.833333333333336,14.924999999999997,12.687233793913036,0.2326815
2017-10-31,570.2212947520002,13.366516659016309,3.710326086956518,529.2703697869996,67.758768,77.92857142857143,12.866666666666665,19.666666666666668,42.0,0.258331685,76.0,20.0,9.0,54.0,75.0,36.0,summ,307.789680297,1.9371015179613253,3.664088397790054,61.733941533,61.32455999999999,46.0,12.0,34.0,64.0,71.0,44.0,18.75,52.0,9.590909090909092,14.026004021793478,0.1663808114
2018-10-31,312.8090027700001,15.453903187532608,3.968478260869565,,10.900915199999998,,10.741666666666667,18.666666666666668,36.333333333333336,0.614429375,46.0,8.0,7.0,43.0,83.0,45.0,summ,372.8478383069999,0.1520238155911599,3.4392265193370184,11.259850497999997,105.68594880000002,60.0,10.0,28.0,70.0,57.0,29.0,19.666666666666668,42.0,12.866666666666665,13.366516659016309,0.258331685
